,data,first,second
660,"[5, 3, 5, 6, 3, 1, 0, 1, 6, 4, 6, 3, 2, 2, 5, 2, 5, 1, 4, 0]","[5, 3, 5, 6, 3, 1, 0, 1, 6, 4]","[6, 3, 2, 2, 5, 2, 5, 1, 4, 0]"
661,"[1, 0, 0, 2, 2, 2, 1, 3, 3, 1, 0, 0, 4, 5, 3, 3, 0, 4, 0, 0]","[1, 0, 0, 2, 2, 2, 1, 3, 3, 1]","[0, 0, 4, 5, 3, 3, 0, 4, 0, 0]"
662,"[0, 4, 0, 2, 3, 2, 5, 0, 1, 6, 4, 6, 0, 2, 2, 0, 5, 1, 5, 4]","[0, 4, 0, 2, 3, 2, 5, 0, 1, 6]","[4, 6, 0, 2, 2, 0, 5, 1, 5, 4]"
663,"[2, 3, 6, 2, 0, 0, 6, 3, 0, 4, 0, 5, 4, 6, 2, 3, 1, 5, 4, 5]","[2, 3, 6, 2, 0, 0, 6, 3, 0, 4]","[0, 5, 4, 6, 2, 3, 1, 5, 4, 5]"
664,"[2, 1, 2, 3, 1, 6, 5, 1, 3, 5, 3, 6, 0, 2, 2, 4, 5, 3, 3, 2]","[2, 1, 2, 3, 1, 6, 5, 1, 3, 5]","[3, 6, 0, 2, 2, 4, 5, 3, 3, 2]"
665,"[5, 4, 6, 4, 2, 0, 4, 2, 5, 3, 5, 0, 0, 0, 2, 5, 2, 4, 2, 3]","[5, 4, 6, 4, 2, 0, 4, 2, 5, 3]","[5, 0, 0, 0, 2, 5, 2, 4, 2, 3]"
666,"[1, 0, 4, 4, 5, 2, 3, 4, 0, 5, 3, 3, 2, 6, 1, 5, 6, 1, 6, 2]","[1, 0, 4, 4, 5, 2, 3, 4, 0, 5]","[3, 3, 2, 6, 1, 5, 6, 1, 6, 2]"
667,"[6, 2, 3, 4, 5, 3, 4, 0, 2, 6, 2, 2, 0, 3, 5, 6, 6, 5, 5, 0]","[6, 2, 3, 4, 5, 3, 4, 0, 2, 6]","[2, 2, 0, 3, 5, 6, 6, 5, 5, 0]"
668,"[2, 6, 0, 4, 5, 2, 2, 5, 5, 6, 1, 1, 2, 6, 5, 0, 4, 0, 4, 5]","[2, 6, 0, 4, 5, 2, 2, 5, 5, 6]","[1, 1, 2, 6, 5, 0, 4, 0, 4, 5]"
669,"[5, 6, 2, 3, 6, 6, 0, 6, 4, 1, 2, 1, 1, 6, 1, 1, 6, 6, 3, 1]","[5, 6, 2, 3, 6, 6, 0, 6, 4, 1]","[2, 1, 1, 6, 1, 1, 6, 6, 3, 1]"
670,"[0, 5, 5, 3, 5, 2, 6, 0, 2, 6, 0, 4, 5, 5, 5, 2, 3, 6, 2, 6]","[0, 5, 5, 3, 5, 2, 6, 0, 2, 6]","[0, 4, 5, 5, 5, 2, 3, 6, 2, 6]"
671,"[6, 1, 6, 5, 4, 3, 6, 4, 0, 3, 5, 0, 6, 3, 0, 2, 1, 0, 4, 5]","[6, 1, 6, 5, 4, 3, 6, 4, 0, 3]","[5, 0, 6, 3, 0, 2, 1, 0, 4, 5]"
672,"[2, 5, 5, 1, 1, 6, 3, 2, 6, 0, 4, 2, 5, 1, 5, 5, 4, 1, 2, 6]","[2, 5, 5, 1, 1, 6, 3, 2, 6, 0]","[4, 2, 5, 1, 5, 5, 4, 1, 2, 6]"
673,"[1, 6, 4, 5, 1, 5, 2, 6, 1, 3, 2, 5, 1, 2, 2, 5, 2, 4, 5, 2]","[1, 6, 4, 5, 1, 5, 2, 6, 1, 3]","[2, 5, 1, 2, 2, 5, 2, 4, 5, 2]"
674,"[4, 2, 1, 0, 0, 6, 5, 6, 2, 5, 2, 5, 5, 3, 3, 4, 4, 4, 4, 3]","[4, 2, 1, 0, 0, 6, 5, 6, 2, 5]","[2, 5, 5, 3, 3, 4, 4, 4, 4, 3]"
675,"[4, 2, 6, 5, 0, 4, 0, 4, 3, 1, 4, 0, 5, 3, 5, 0, 5, 3, 4, 1]","[4, 2, 6, 5, 0, 4, 0, 4, 3, 1]","[4, 0, 5, 3, 5, 0, 5, 3, 4, 1]"
676,"[6, 2, 4, 3, 6, 5, 5, 4, 1, 4, 4, 6, 6, 0, 2, 5, 5, 1, 3, 0]","[6, 2, 4, 3, 6, 5, 5, 4, 1, 4]","[4, 6, 6, 0, 2, 5, 5, 1, 3, 0]"
677,"[2, 5, 1, 1, 5, 1, 4, 0, 3, 1, 5, 1, 5, 1, 1, 5, 6, 5, 2, 4]","[2, 5, 1, 1, 5, 1, 4, 0, 3, 1]","[5, 1, 5, 1, 1, 5, 6, 5, 2, 4]"
678,"[1, 4, 0, 0, 4, 5, 6, 0, 4, 6, 5, 4, 2, 3, 6, 0, 3, 2, 1, 6]","[1, 4, 0, 0, 4, 5, 6, 0, 4, 6]","[5, 4, 2, 3, 6, 0, 3, 2, 1, 6]"
679,"[5, 5, 5, 2, 1, 4, 2, 2, 2, 2, 0, 2, 6, 1, 2, 6, 1, 3, 1, 1]","[5, 5, 5, 2, 1, 4, 2, 2, 2, 2]","[0, 2, 6, 1, 2, 6, 1, 3, 1, 1]"
680,"[4, 1, 6, 4, 6, 0, 4, 0, 2, 2, 3, 3, 0, 3, 5, 6, 5, 2, 2, 6]","[4, 1, 6, 4, 6, 0, 4, 0, 2, 2]","[3, 3, 0, 3, 5, 6, 5, 2, 2, 6]"
681,"[4, 1, 0, 3, 1, 6, 4, 1, 5, 0, 0, 4, 0, 2, 5, 6, 0, 6, 2, 0]","[4, 1, 0, 3, 1, 6, 4, 1, 5, 0]","[0, 4, 0, 2, 5, 6, 0, 6, 2, 0]"
682,"[5, 0, 0, 3, 3, 6, 6, 3, 1, 5, 3, 5, 0, 0, 6, 4, 2, 6, 0, 1]","[5, 0, 0, 3, 3, 6, 6, 3, 1, 5]","[3, 5, 0, 0, 6, 4, 2, 6, 0, 1]"
683,"[0, 0, 5, 3, 3, 3, 1, 0, 0, 2, 0, 6, 1, 0, 5, 6, 3, 0, 5, 0]","[0, 0, 5, 3, 3, 3, 1, 0, 0, 2]","[0, 6, 1, 0, 5, 6, 3, 0, 5, 0]"
684,"[3, 6, 3, 3, 6, 2, 2, 6, 5, 2, 6, 1, 4, 5, 5, 6, 4, 0, 5, 0]","[3, 6, 3, 3, 6, 2, 2, 6, 5, 2]","[6, 1, 4, 5, 5, 6, 4, 0, 5, 0]"
685,"[5, 5, 1, 2, 3, 4, 2, 4, 0, 4, 0, 0, 1, 1, 3, 5, 0, 6, 6, 2]","[5, 5, 1, 2, 3, 4, 2, 4, 0, 4]","[0, 0, 1, 1, 3, 5, 0, 6, 6, 2]"
686,"[0, 1, 5, 0, 2, 6, 2, 0, 1, 0, 2, 3, 5, 3, 2, 1, 5, 6, 6, 5]","[0, 1, 5, 0, 2, 6, 2, 0, 1, 0]","[2, 3, 5, 3, 2, 1, 5, 6, 6, 5]"
687,"[0, 3, 5, 2, 2, 4, 4, 6, 2, 6, 5, 5, 4, 6, 2, 2, 6, 6, 5, 0]","[0, 3, 5, 2, 2, 4, 4, 6, 2, 6]","[5, 5, 4, 6, 2, 2, 6, 6, 5, 0]"
688,"[5, 5, 0, 0, 2, 4, 6, 2, 3, 3, 6, 1, 2, 3, 3, 2, 3, 5, 0, 6]","[5, 5, 0, 0, 2, 4, 6, 2, 3, 3]","[6, 1, 2, 3, 3, 2, 3, 5, 0, 6]"
689,"[6, 1, 0, 0, 3, 4, 2, 4, 3, 4, 0, 1, 5, 1, 5, 3, 0, 2, 6, 0]","[6, 1, 0, 0, 3, 4, 2, 4, 3, 4]","[0, 1, 5, 1, 5, 3, 0, 2, 6, 0]"
690,"[5, 2, 3, 4, 1, 4, 1, 3, 3, 4, 1, 5, 4, 5, 4, 2, 4, 6, 5, 0]","[5, 2, 3, 4, 1, 4, 1, 3, 3, 4]","[1, 5, 4, 5, 4, 2, 4, 6, 5, 0]"
691,"[0, 1, 2, 6, 4, 4, 3, 1, 1, 4, 6, 1, 4, 3, 3, 2, 1, 0, 2, 4]","[0, 1, 2, 6, 4, 4, 3, 1, 1, 4]","[6, 1, 4, 3, 3, 2, 1, 0, 2, 4]"
692,"[5, 6, 2, 6, 2, 1, 5, 0, 3, 2, 1, 5, 6, 0, 6, 5, 0, 1, 4, 5]","[5, 6, 2, 6, 2, 1, 5, 0, 3, 2]","[1, 5, 6, 0, 6, 5, 0, 1, 4, 5]"
693,"[6, 5, 5, 4, 4, 2, 2, 4, 2, 3, 2, 2, 4, 4, 3, 2, 1, 0, 5, 1]","[6, 5, 5, 4, 4, 2, 2, 4, 2, 3]","[2, 2, 4, 4, 3, 2, 1, 0, 5, 1]"
694,"[4, 3, 4, 1, 3, 6, 2, 6, 0, 4, 0, 6, 1, 0, 5, 5, 1, 6, 6, 6]","[4, 3, 4, 1, 3, 6, 2, 6, 0, 4]","[0, 6, 1, 0, 5, 5, 1, 6, 6, 6]"
695,"[4, 3, 1, 0, 4, 5, 6, 0, 5, 1, 5, 1, 0, 0, 0, 3, 1, 1, 2, 4]","[4, 3, 1, 0, 4, 5, 6, 0, 5, 1]","[5, 1, 0, 0, 0, 3, 1, 1, 2, 4]"
696,"[2, 4, 2, 4, 1, 4, 6, 0, 6, 4, 2, 2, 0, 4, 4, 1, 2, 5, 3, 5]","[2, 4, 2, 4, 1, 4, 6, 0, 6, 4]","[2, 2, 0, 4, 4, 1, 2, 5, 3, 5]"
697,"[6, 0, 2, 1, 4, 3, 3, 5, 5, 3, 3, 6, 4, 5, 1, 3, 5, 2, 3, 1]","[6, 0, 2, 1, 4, 3, 3, 5, 5, 3]","[3, 6, 4, 5, 1, 3, 5, 2, 3, 1]"
698,"[6, 5, 1, 4, 5, 3, 5, 2, 2, 3, 3, 4, 0, 3, 0, 2, 1, 1, 4, 1]","[6, 5, 1, 4, 5, 3, 5, 2, 2, 3]","[3, 4, 0, 3, 0, 2, 1, 1, 4, 1]"
699,"[4, 5, 4, 1, 4, 3, 3, 5, 1, 1, 5, 3, 3, 4, 6, 2, 5, 3, 4, 1]","[4, 5, 4, 1, 4, 3, 3, 5, 1, 1]","[5, 3, 3, 4, 6, 2, 5, 3, 4, 1]"
700,"[0, 4, 6, 1, 3, 1, 0, 0, 4, 0, 5, 5, 4, 1, 2, 0, 1, 0, 2, 6]","[0, 4, 6, 1, 3, 1, 0, 0, 4, 0]","[5, 5, 4, 1, 2, 0, 1, 0, 2, 6]"
701,"[4, 1, 5, 2, 5, 0, 2, 4, 6, 2, 3, 4, 5, 2, 5, 5, 0, 1, 4, 0]","[4, 1, 5, 2, 5, 0, 2, 4, 6, 2]","[3, 4, 5, 2, 5, 5, 0, 1, 4, 0]"
702,"[2, 1, 6, 0, 1, 5, 4, 3, 2, 2, 1, 5, 6, 4, 6, 3, 1, 3, 1, 2]","[2, 1, 6, 0, 1, 5, 4, 3, 2, 2]","[1, 5, 6, 4, 6, 3, 1, 3, 1, 2]"
703,"[2, 1, 3, 0, 1, 5, 5, 5, 6, 3, 1, 2, 3, 0, 0, 6, 4, 6, 4, 2]","[2, 1, 3, 0, 1, 5, 5, 5, 6, 3]","[1, 2, 3, 0, 0, 6, 4, 6, 4, 2]"
704,"[6, 5, 1, 1, 0, 6, 1, 1, 4, 0, 6, 4, 5, 5, 0, 5, 0, 6, 4, 5]","[6, 5, 1, 1, 0, 6, 1, 1, 4, 0]","[6, 4, 5, 5, 0, 5, 0, 6, 4, 5]"
705,"[5, 0, 5, 0, 1, 1, 4, 4, 5, 2, 4, 1, 5, 5, 1, 1, 5, 5, 2, 4]","[5, 0, 5, 0, 1, 1, 4, 4, 5, 2]","[4, 1, 5, 5, 1, 1, 5, 5, 2, 4]"
706,"[0, 1, 6, 4, 2, 1, 1, 2, 2, 6, 1, 4, 6, 3, 4, 6, 1, 4, 6, 4]","[0, 1, 6, 4, 2, 1, 1, 2, 2, 6]","[1, 4, 6, 3, 4, 6, 1, 4, 6, 4]"
707,"[6, 1, 4, 6, 4, 2, 4, 6, 1, 4, 5, 4, 0, 0, 4, 2, 5, 3, 3, 5]","[6, 1, 4, 6, 4, 2, 4, 6, 1, 4]","[5, 4, 0, 0, 4, 2, 5, 3, 3, 5]"
708,"[6, 4, 4, 3, 3, 3, 1, 4, 1, 2, 6, 4, 2, 1, 0, 3, 3, 1, 2, 5]","[6, 4, 4, 3, 3, 3, 1, 4, 1, 2]","[6, 4, 2, 1, 0, 3, 3, 1, 2, 5]"
709,"[2, 6, 5, 6, 2, 2, 5, 4, 5, 6, 1, 6, 6, 6, 1, 1, 4, 5, 0, 3]","[2, 6, 5, 6, 2, 2, 5, 4, 5, 6]","[1, 6, 6, 6, 1, 1, 4, 5, 0, 3]"
710,"[0, 3, 4, 0, 5, 2, 0, 4, 5, 4, 6, 2, 3, 6, 0, 2, 0, 1, 2, 3]","[0, 3, 4, 0, 5, 2, 0, 4, 5, 4]","[6, 2, 3, 6, 0, 2, 0, 1, 2, 3]"
711,"[0, 6, 0, 3, 6, 3, 1, 4, 0, 6, 0, 1, 2, 4, 3, 2, 4, 5, 2, 2]","[0, 6, 0, 3, 6, 3, 1, 4, 0, 6]","[0, 1, 2, 4, 3, 2, 4, 5, 2, 2]"
712,"[1, 4, 5, 3, 2, 4, 0, 6, 0, 0, 3, 6, 2, 2, 2, 3, 6, 3, 0, 6]","[1, 4, 5, 3, 2, 4, 0, 6, 0, 0]","[3, 6, 2, 2, 2, 3, 6, 3, 0, 6]"
713,"[0, 0, 0, 0, 5, 1, 2, 6, 1, 5, 3, 0, 4, 6, 2, 2, 6, 5, 5, 3]","[0, 0, 0, 0, 5, 1, 2, 6, 1, 5]","[3, 0, 4, 6, 2, 2, 6, 5, 5, 3]"
714,"[5, 1, 4, 5, 6, 5, 3, 0, 6, 1, 1, 6, 5, 5, 5, 2, 5, 4, 6, 1]","[5, 1, 4, 5, 6, 5, 3, 0, 6, 1]","[1, 6, 5, 5, 5, 2, 5, 4, 6, 1]"
715,"[6, 3, 6, 1, 2, 0, 3, 2, 1, 6, 0, 6, 5, 6, 6, 1, 2, 4, 5, 1]","[6, 3, 6, 1, 2, 0, 3, 2, 1, 6]","[0, 6, 5, 6, 6, 1, 2, 4, 5, 1]"
716,"[5, 1, 4, 0, 5, 0, 4, 5, 3, 4, 3, 3, 2, 2, 0, 0, 1, 1, 5, 4]","[5, 1, 4, 0, 5, 0, 4, 5, 3, 4]","[3, 3, 2, 2, 0, 0, 1, 1, 5, 4]"
717,"[3, 1, 6, 2, 2, 1, 0, 6, 1, 6, 0, 5, 6, 2, 3, 6, 5, 6, 4, 3]","[3, 1, 6, 2, 2, 1, 0, 6, 1, 6]","[0, 5, 6, 2, 3, 6, 5, 6, 4, 3]"
718,"[4, 6, 6, 5, 6, 3, 6, 0, 5, 2, 2, 2, 2, 5, 2, 1, 2, 3, 3, 1]","[4, 6, 6, 5, 6, 3, 6, 0, 5, 2]","[2, 2, 2, 5, 2, 1, 2, 3, 3, 1]"
719,"[1, 4, 1, 0, 1, 5, 4, 1, 0, 1, 1, 4, 4, 5, 0, 3, 2, 4, 5, 6]","[1, 4, 1, 0, 1, 5, 4, 1, 0, 1]","[1, 4, 4, 5, 0, 3, 2, 4, 5, 6]"
720,"[4, 3, 2, 6, 6, 3, 1, 5, 6, 2, 2, 4, 5, 5, 2, 2, 0, 1, 1, 2]","[4, 3, 2, 6, 6, 3, 1, 5, 6, 2]","[2, 4, 5, 5, 2, 2, 0, 1, 1, 2]"
721,"[1, 0, 2, 1, 4, 5, 6, 6, 0, 0, 3, 5, 4, 4, 1, 6, 0, 4, 5, 6]","[1, 0, 2, 1, 4, 5, 6, 6, 0, 0]","[3, 5, 4, 4, 1, 6, 0, 4, 5, 6]"
722,"[2, 2, 0, 5, 4, 2, 5, 6, 4, 3, 5, 0, 4, 4, 5, 3, 5, 2, 6, 5]","[2, 2, 0, 5, 4, 2, 5, 6, 4, 3]","[5, 0, 4, 4, 5, 3, 5, 2, 6, 5]"
723,"[6, 3, 2, 0, 4, 6, 3, 2, 2, 4, 2, 3, 6, 0, 1, 6, 1, 4, 4, 2]","[6, 3, 2, 0, 4, 6, 3, 2, 2, 4]","[2, 3, 6, 0, 1, 6, 1, 4, 4, 2]"
724,"[1, 5, 4, 3, 3, 4, 6, 4, 6, 0, 3, 5, 1, 0, 2, 6, 2, 1, 0, 0]","[1, 5, 4, 3, 3, 4, 6, 4, 6, 0]","[3, 5, 1, 0, 2, 6, 2, 1, 0, 0]"
725,"[2, 3, 4, 0, 0, 3, 1, 5, 4, 4, 1, 5, 3, 3, 1, 1, 4, 0, 2, 0]","[2, 3, 4, 0, 0, 3, 1, 5, 4, 4]","[1, 5, 3, 3, 1, 1, 4, 0, 2, 0]"
726,"[5, 5, 3, 6, 3, 3, 4, 1, 2, 4, 2, 0, 5, 3, 5, 3, 4, 1, 2, 3]","[5, 5, 3, 6, 3, 3, 4, 1, 2, 4]","[2, 0, 5, 3, 5, 3, 4, 1, 2, 3]"
727,"[3, 1, 1, 5, 2, 4, 2, 4, 6, 1, 3, 5, 3, 3, 0, 0, 6, 6, 1, 4]","[3, 1, 1, 5, 2, 4, 2, 4, 6, 1]","[3, 5, 3, 3, 0, 0, 6, 6, 1, 4]"
728,"[0, 1, 5, 0, 3, 5, 1, 5, 2, 2, 3, 1, 6, 0, 5, 0, 1, 4, 1, 4]","[0, 1, 5, 0, 3, 5, 1, 5, 2, 2]","[3, 1, 6, 0, 5, 0, 1, 4, 1, 4]"
729,"[1, 4, 6, 4, 2, 0, 2, 3, 6, 6, 6, 2, 0, 4, 3, 0, 4, 0, 1, 1]","[1, 4, 6, 4, 2, 0, 2, 3, 6, 6]","[6, 2, 0, 4, 3, 0, 4, 0, 1, 1]"
730,"[1, 3, 0, 1, 0, 6, 0, 0, 1, 4, 5, 3, 1, 1, 4, 0, 0, 0, 4, 2]","[1, 3, 0, 1, 0, 6, 0, 0, 1, 4]","[5, 3, 1, 1, 4, 0, 0, 0, 4, 2]"
731,"[5, 4, 4, 3, 3, 1, 1, 3, 1, 2, 0, 2, 0, 5, 5, 2, 3, 6, 0, 5]","[5, 4, 4, 3, 3, 1, 1, 3, 1, 2]","[0, 2, 0, 5, 5, 2, 3, 6, 0, 5]"
732,"[5, 6, 0, 3, 2, 6, 5, 6, 5, 0, 5, 1, 0, 4, 1, 4, 6, 5, 4, 6]","[5, 6, 0, 3, 2, 6, 5, 6, 5, 0]","[5, 1, 0, 4, 1, 4, 6, 5, 4, 6]"
733,"[4, 5, 5, 0, 2, 0, 6, 6, 3, 4, 2, 0, 1, 3, 6, 6, 2, 0, 5, 6]","[4, 5, 5, 0, 2, 0, 6, 6, 3, 4]","[2, 0, 1, 3, 6, 6, 2, 0, 5, 6]"
734,"[3, 4, 6, 0, 1, 5, 2, 5, 5, 1, 2, 0, 6, 6, 6, 5, 0, 0, 5, 3]","[3, 4, 6, 0, 1, 5, 2, 5, 5, 1]","[2, 0, 6, 6, 6, 5, 0, 0, 5, 3]"
735,"[6, 5, 5, 2, 4, 3, 6, 5, 4, 2, 5, 1, 3, 0, 0, 0, 2, 5, 0, 2]","[6, 5, 5, 2, 4, 3, 6, 5, 4, 2]","[5, 1, 3, 0, 0, 0, 2, 5, 0, 2]"
736,"[5, 5, 5, 1, 6, 3, 3, 0, 1, 0, 0, 4, 2, 2, 4, 6, 0, 5, 0, 4]","[5, 5, 5, 1, 6, 3, 3, 0, 1, 0]","[0, 4, 2, 2, 4, 6, 0, 5, 0, 4]"
737,"[3, 5, 0, 3, 4, 1, 0, 6, 4, 1, 3, 2, 6, 2, 4, 0, 2, 1, 1, 4]","[3, 5, 0, 3, 4, 1, 0, 6, 4, 1]","[3, 2, 6, 2, 4, 0, 2, 1, 1, 4]"
738,"[3, 5, 0, 1, 3, 1, 2, 1, 5, 4, 2, 1, 4, 2, 1, 5, 3, 6, 1, 3]","[3, 5, 0, 1, 3, 1, 2, 1, 5, 4]","[2, 1, 4, 2, 1, 5, 3, 6, 1, 3]"
739,"[2, 0, 3, 5, 6, 6, 4, 3, 6, 4, 5, 2, 5, 3, 2, 3, 0, 2, 0, 6]","[2, 0, 3, 5, 6, 6, 4, 3, 6, 4]","[5, 2, 5, 3, 2, 3, 0, 2, 0, 6]"
740,"[2, 1, 4, 0, 3, 6, 4, 2, 4, 3, 6, 3, 6, 6, 3, 6, 6, 1, 1, 0]","[2, 1, 4, 0, 3, 6, 4, 2, 4, 3]","[6, 3, 6, 6, 3, 6, 6, 1, 1, 0]"
741,"[3, 2, 3, 6, 5, 1, 1, 1, 0, 1, 3, 0, 1, 0, 2, 6, 0, 5, 3, 5]","[3, 2, 3, 6, 5, 1, 1, 1, 0, 1]","[3, 0, 1, 0, 2, 6, 0, 5, 3, 5]"
742,"[4, 6, 2, 3, 1, 2, 3, 1, 1, 3, 0, 0, 4, 1, 1, 1, 6, 3, 6, 5]","[4, 6, 2, 3, 1, 2, 3, 1, 1, 3]","[0, 0, 4, 1, 1, 1, 6, 3, 6, 5]"
743,"[3, 2, 1, 1, 5, 5, 4, 5, 4, 2, 3, 0, 0, 6, 4, 1, 1, 5, 5, 6]","[3, 2, 1, 1, 5, 5, 4, 5, 4, 2]","[3, 0, 0, 6, 4, 1, 1, 5, 5, 6]"
744,"[1, 3, 6, 0, 4, 0, 0, 0, 3, 4, 6, 2, 2, 2, 0, 0, 2, 5, 3, 3]","[1, 3, 6, 0, 4, 0, 0, 0, 3, 4]","[6, 2, 2, 2, 0, 0, 2, 5, 3, 3]"
745,"[2, 5, 1, 2, 0, 1, 5, 5, 6, 4, 2, 0, 3, 6, 6, 2, 3, 1, 2, 0]","[2, 5, 1, 2, 0, 1, 5, 5, 6, 4]","[2, 0, 3, 6, 6, 2, 3, 1, 2, 0]"
746,"[4, 5, 0, 0, 2, 5, 0, 3, 0, 2, 3, 2, 6, 6, 2, 0, 1, 0, 3, 3]","[4, 5, 0, 0, 2, 5, 0, 3, 0, 2]","[3, 2, 6, 6, 2, 0, 1, 0, 3, 3]"
747,"[4, 3, 5, 2, 2, 5, 6, 5, 0, 3, 2, 1, 4, 1, 0, 0, 3, 4, 3, 3]","[4, 3, 5, 2, 2, 5, 6, 5, 0, 3]","[2, 1, 4, 1, 0, 0, 3, 4, 3, 3]"
748,"[1, 4, 2, 5, 0, 5, 0, 5, 5, 0, 1, 6, 1, 0, 3, 3, 1, 2, 5, 2]","[1, 4, 2, 5, 0, 5, 0, 5, 5, 0]","[1, 6, 1, 0, 3, 3, 1, 2, 5, 2]"
749,"[4, 2, 4, 6, 4, 3, 3, 4, 4, 0, 1, 3, 2, 3, 4, 6, 0, 5, 0, 1]","[4, 2, 4, 6, 4, 3, 3, 4, 4, 0]","[1, 3, 2, 3, 4, 6, 0, 5, 0, 1]"
750,"[0, 6, 2, 2, 4, 2, 1, 5, 6, 2, 6, 4, 6, 2, 4, 2, 3, 2, 4, 2]","[0, 6, 2, 2, 4, 2, 1, 5, 6, 2]","[6, 4, 6, 2, 4, 2, 3, 2, 4, 2]"
751,"[6, 6, 5, 5, 6, 6, 5, 4, 1, 1, 5, 1, 1, 6, 6, 3, 4, 6, 5, 6]","[6, 6, 5, 5, 6, 6, 5, 4, 1, 1]","[5, 1, 1, 6, 6, 3, 4, 6, 5, 6]"
752,"[1, 3, 1, 1, 0, 1, 4, 0, 1, 0, 4, 0, 4, 0, 1, 5, 1, 4, 2, 4]","[1, 3, 1, 1, 0, 1, 4, 0, 1, 0]","[4, 0, 4, 0, 1, 5, 1, 4, 2, 4]"
753,"[1, 5, 4, 3, 5, 1, 4, 0, 5, 6, 3, 3, 3, 0, 4, 1, 1, 5, 0, 2]","[1, 5, 4, 3, 5, 1, 4, 0, 5, 6]","[3, 3, 3, 0, 4, 1, 1, 5, 0, 2]"
754,"[6, 3, 0, 3, 5, 4, 6, 3, 3, 5, 3, 5, 6, 4, 6, 1, 3, 6, 2, 5]","[6, 3, 0, 3, 5, 4, 6, 3, 3, 5]","[3, 5, 6, 4, 6, 1, 3, 6, 2, 5]"
755,"[2, 3, 0, 5, 3, 6, 2, 2, 6, 0, 3, 5, 1, 4, 2, 4, 2, 0, 0, 0]","[2, 3, 0, 5, 3, 6, 2, 2, 6, 0]","[3, 5, 1, 4, 2, 4, 2, 0, 0, 0]"
756,"[4, 2, 4, 1, 6, 1, 5, 2, 2, 6, 5, 6, 5, 3, 2, 5, 0, 5, 4, 2]","[4, 2, 4, 1, 6, 1, 5, 2, 2, 6]","[5, 6, 5, 3, 2, 5, 0, 5, 4, 2]"
757,"[2, 2, 0, 6, 5, 3, 0, 3, 5, 2, 4, 0, 0, 0, 4, 6, 2, 5, 3, 6]","[2, 2, 0, 6, 5, 3, 0, 3, 5, 2]","[4, 0, 0, 0, 4, 6, 2, 5, 3, 6]"
758,"[2, 5, 5, 2, 2, 2, 5, 4, 0, 0, 5, 4, 2, 4, 1, 4, 1, 2, 3, 3]","[2, 5, 5, 2, 2, 2, 5, 4, 0, 0]","[5, 4, 2, 4, 1, 4, 1, 2, 3, 3]"
759,"[0, 4, 6, 6, 6, 3, 3, 5, 2, 0, 0, 1, 2, 5, 0, 6, 1, 6, 3, 0]","[0, 4, 6, 6, 6, 3, 3, 5, 2, 0]","[0, 1, 2, 5, 0, 6, 1, 6, 3, 0]"
760,"[0, 2, 5, 0, 6, 1, 0, 3, 0, 1, 1, 5, 3, 2, 2, 5, 5, 1, 4, 5]","[0, 2, 5, 0, 6, 1, 0, 3, 0, 1]","[1, 5, 3, 2, 2, 5, 5, 1, 4, 5]"
761,"[0, 1, 3, 4, 3, 2, 6, 6, 2, 6, 6, 0, 6, 0, 6, 6, 6, 4, 2, 2]","[0, 1, 3, 4, 3, 2, 6, 6, 2, 6]","[6, 0, 6, 0, 6, 6, 6, 4, 2, 2]"
762,"[1, 3, 3, 4, 0, 5, 5, 3, 1, 0, 2, 4, 2, 3, 1, 4, 5, 1, 4, 1]","[1, 3, 3, 4, 0, 5, 5, 3, 1, 0]","[2, 4, 2, 3, 1, 4, 5, 1, 4, 1]"
763,"[4, 6, 1, 1, 3, 6, 1, 2, 5, 2, 3, 0, 5, 2, 3, 1, 2, 4, 0, 4]","[4, 6, 1, 1, 3, 6, 1, 2, 5, 2]","[3, 0, 5, 2, 3, 1, 2, 4, 0, 4]"
764,"[1, 5, 0, 5, 4, 6, 1, 4, 5, 6, 1, 2, 6, 1, 3, 6, 1, 5, 2, 4]","[1, 5, 0, 5, 4, 6, 1, 4, 5, 6]","[1, 2, 6, 1, 3, 6, 1, 5, 2, 4]"
765,"[6, 6, 1, 3, 5, 2, 5, 2, 1, 6, 6, 4, 6, 2, 2, 3, 3, 4, 2, 2]","[6, 6, 1, 3, 5, 2, 5, 2, 1, 6]","[6, 4, 6, 2, 2, 3, 3, 4, 2, 2]"
766,"[2, 4, 4, 0, 2, 1, 4, 2, 5, 4, 0, 4, 3, 3, 1, 6, 6, 1, 4, 3]","[2, 4, 4, 0, 2, 1, 4, 2, 5, 4]","[0, 4, 3, 3, 1, 6, 6, 1, 4, 3]"
767,"[5, 5, 1, 2, 6, 4, 4, 3, 4, 1, 1, 6, 5, 1, 6, 3, 3, 4, 5, 1]","[5, 5, 1, 2, 6, 4, 4, 3, 4, 1]","[1, 6, 5, 1, 6, 3, 3, 4, 5, 1]"
768,"[6, 5, 4, 1, 1, 0, 4, 6, 2, 5, 2, 4, 2, 2, 0, 1, 3, 3, 3, 0]","[6, 5, 4, 1, 1, 0, 4, 6, 2, 5]","[2, 4, 2, 2, 0, 1, 3, 3, 3, 0]"
769,"[3, 6, 2, 1, 0, 4, 2, 3, 5, 1, 5, 2, 0, 4, 5, 6, 0, 3, 1, 6]","[3, 6, 2, 1, 0, 4, 2, 3, 5, 1]","[5, 2, 0, 4, 5, 6, 0, 3, 1, 6]"
